10 13619
2 21 53
10 25 35
4 17 22
4 10 4
1 44 41
2 14 65
5 6 68
1 30 52
2 5 49
7 48 14
8 54 7
2 29 66
7 53 59
2 35 63
7 15 53
2 14 24
2 21 32
10 37 38
5 32 2
2 40 26
2 36 2
3 35 29
5 15 50
3 20 34
3 15 45
8 26 14
5 58 64
8 70 16
7 5 84
2 24 12
1 16 40
8 25 32
4 2 40
4 7 56
4 18 62
1 29 2
2 26 31
3 9 65
4 39 31
6 5 19
8 83 61
7 61 58
10 24 3
5 40 11
3 25 55
8 57 25
7 51 32
1 45 10
1 35 65
7 15 64
7 18 3
10 52 41
7 28 18
2 15 59
8 15 61
4 58 29
7 57 14
5 7 8
10 43 23
7 88 93
7 57 29
8 32 54
1 50 60
5 23 4
7 76 98
3 26 11
10 55 1
4 52 17
7 8 27
7 72 35
1 49 14
1 48 40
8 33 67
7 41 80
2 13 77
1 9 42
7 28 51
7 48 7
5 17 40
4 25 20
7 31 15
10 8 33
10 39 26
6 23 11
3 24 11
5 27 60
2 10 47
5 39 64
5 63 9
6 18 11
8 38 28
7 20 1
8 20 57
8 68 76
8 10 55
8 52 55
1 39 36
8 43 74
6 34 8
7 80 94
2 6 76
3 31 1
7 16 94
10 3 13
6 44 40
1 10 66
1 37 2
5 17 22
7 29 13
1 43 8
5 46 67
8 3 8
3 12 43
4 63 64
10 53 28
4 46 25
7 27 60
1 7 13
10 14 15
1 8 3
4 26 22
10 5 5
8 26 69
8 81 48
8 42 44
3 3 21
6 18 16
6 27 2
6 13 30
2 23 51
6 22 11
7 61 62
2 1 74
5 4 10
1 41 16
2 22 80
2 1 32
4 24 58
8 28 31
8 65 20
7 8 95
8 1 61
2 3 75
2 40 50
8 24 2
8 1 69
7 70 6
10 51 39
5 64 8
2 6 4
1 25 2
3 6 26
2 13 1
4 24 31
2 39 68
7 69 95
8 53 45
10 46 33
4 52 50
7 47 13
7 22 25
5 39 58
8 52 68
4 7 47
5 39 10
2 11 6
10 16 16
8 22 47
8 64 74
8 56 52
2 1 12
5 26 21
7 9 41
7 5 11
6 16 33
3 14 52
4 58 8
6 37 11
2 34 21
10 21 40
5 14 67
5 45 12
4 39 40
7 82 45
7 9 38
7 48 82
7 45 90
5 35 75
2 37 25
4 59 13
4 45 59
3 26 54
8 16 38
1 2 67
8 66 61
7 34 30
7 53 27
4 66 19
2 2 72
5 9 23
5 34 57
1 4 47
8 29 26
8 50 19
2 5 7
5 8 50
4 18 29
5 41 15
8 29 45
5 38 6
8 60 57
5 24 52
4 66 27
5 51 75
1 50 53
3 30 3
1 41 14
7 4 64
1 19 58
2 14 58
5 26 64
5 39 80
6 6 17
7 5 95
7 38 41
3 4 24
1 35 54
7 2 95
2 24 34
7 11 6
5 20 60
4 62 2
7 52 98
7 78 43
3 9 12
3 23 34
2 15 28
5 66 12
5 17 15
8 5 14
7 31 67
2 19 34
5 17 30
5 9 60
3 2 24
8 83 66
2 2 68
4 66 43
1 11 32
4 23 40
7 5 3
7 22 72
4 28 37
3 18 90
8 59 76
10 14 25
8 44 56
10 27 19
3 15 1
4 12 70
8 84 1
3 16 35
8 77 12
4 18 28
7 69 82
8 75 20
4 7 43
1 10 9
8 23 23
7 75 42
8 14 27
7 71 72
4 43 4
7 51 73
3 27 79
7 49 87
5 7 60
2 35 71
4 31 49
10 49 1
1 17 7
8 10 47
5 24 73
7 81 49
3 22 46
8 19 57
7 46 75
8 44 54
7 27 50
8 44 41
7 90 90
5 70 3
10 27 10
8 46 43
8 61 55
5 8 47
7 73 67
8 72 68
4 45 32
3 34 40
1 47 9
2 2 80
5 21 25
5 58 60
2 28 28
3 20 71
7 12 77
7 78 10
2 39 6
1 35 5
7 60 75
3 30 6
7 25 41
7 42 78
5 58 42
6 20 27
2 10 75
5 61 61
8 57 38
5 64 34
2 22 39
3 13 44
1 50 33
7 30 37
3 21 83
7 66 26
10 5 29
1 36 5
4 51 34
1 18 13
1 7 47
1 41 10
1 40 61
5 3 78
8 69 54
5 66 61
8 44 39
8 82 6
7 83 19
5 63 32
8 38 7
7 59 63
2 28 66
8 16 18
10 51 13
8 18 77
4 10 42
6 17 18
3 23 82
2 34 72
8 20 63
7 59 60
2 35 18
8 5 57
7 11 93
7 33 43
7 82 16
1 13 27
10 9 35
5 38 15
5 34 47
7 33 25
7 6 90
3 7 63
4 29 11
2 38 1
8 44 44
8 29 51
8 37 41
5 40 62
8 55 69
3 32 11
4 7 63
5 25 60
3 22 40
7 42 45
5 34 65
10 10 23
7 66 82
8 28 62
7 45 50
8 38 80
8 47 30
4 26 13
8 68 5
7 19 23
5 50 43
8 32 62
8 53 44
5 48 27
4 16 27
5 44 57
5 44 3
8 20 4
3 4 37
2 6 40
10 42 28
1 50 43
7 78 86
8 1 19
3 31 36
4 9 24
3 35 80
3 30 15
3 22 31
7 39 71
4 26 63
3 19 4
4 39 15
10 12 25
8 2 80
10 53 3
7 43 26
3 2 6
3 32 47
3 1 42
7 13 80
3 35 54
1 17 9
10 30 37
5 9 27
8 59 37
4 8 44
4 23 50
5 5 60
5 62 44
2 9 48
7 33 5
7 6 89
1 1 55
7 75 3
7 20 39
5 62 68
4 30 10
7 67 34
7 2 45
4 68 70
10 9 30
3 13 90
4 8 50
5 36 64
5 30 44
3 9 83
4 24 1
5 27 61
8 43 21
2 22 41
5 15 48
7 84 39
5 31 25
7 8 70
3 22 88
10 4 16
8 12 65
7 11 27
8 71 24
1 21 46
5 40 59
7 29 88
2 25 60
8 47 17
7 8 87
5 52 3
1 33 57
7 55 3
7 56 9
8 6 46
6 40 11
5 32 22
7 32 19
6 28 44
4 25 57
7 88 59
5 14 17
8 47 68
8 7 12
4 67 33
4 11 67
5 2 60
7 74 15
5 33 31
7 44 79
5 41 54
7 56 58
8 15 77
4 26 44
7 61 38
8 34 37
8 47 15
5 51 59
8 37 18
1 36 50
4 9 7
3 11 46
7 76 26
4 55 9
2 15 61
8 19 19
10 46 4
7 22 18
1 30 49
4 27 58
8 50 46
2 18 12
1 47 41
2 21 28
7 1 90
5 20 14
6 12 4
5 33 16
3 16 78
5 24 10
3 19 52
8 42 47
8 12 46
2 1 6
1 35 67
7 79 51
4 43 13
5 4 12
5 26 25
7 74 38
4 40 60
8 15 36
7 44 50
8 14 49
4 60 31
7 23 19
1 30 31
8 81 25
3 20 81
2 21 13
7 9 22
7 9 42
5 51 66
7 40 26
7 67 7
3 29 13
5 59 21
4 52 41
8 60 53
3 24 85
4 8 48
1 17 49
5 43 23
7 47 90
10 13 24
6 31 40
3 11 58
3 19 60
7 89 26
2 21 74
8 41 71
3 23 53
10 58 37
3 17 78
10 42 25
4 69 3
2 22 75
7 66 27
8 10 56
4 18 70
3 20 17
8 54 61
5 32 51
10 59 45
1 24 58
7 45 81
4 60 29
2 10 69
4 36 13
5 47 66
4 9 46
7 34 91
7 46 92
8 53 28
5 49 56
4 17 16
7 11 55
2 27 6
8 9 20
4 41 42
5 45 80
7 39 14
10 45 24
5 7 27
5 14 5
1 12 2
2 17 10
7 9 54
6 8 20
3 24 15
7 89 4
5 1 32
4 56 10
4 10 30
6 36 13
7 29 84
7 42 36
5 70 11
7 67 1
5 59 24
1 7 57
5 69 64
7 9 15
5 47 35
10 18 20
5 35 58
1 26 30
8 34 13
5 57 1
8 81 41
8 22 79
3 18 15
5 55 30
5 54 29
3 29 73
10 38 20
1 41 13
5 2 39
8 29 44
5 6 40
10 24 2
1 34 7
1 21 60
7 72 34
10 7 27
4 25 9
5 13 69
4 23 28
3 29 4
3 25 17
10 14 6
10 3 26
8 32 12
8 46 1
7 67 77
7 17 90
4 53 42
7 29 63
2 11 55
5 14 74
1 44 49
5 51 57
8 20 74
1 38 21
5 2 15
2 30 8
7 34 55
7 4 80
1 38 68
5 12 24
1 42 39
4 14 13
8 34 4
8 52 15
10 29 16
4 48 41
8 51 52
8 30 50
2 35 8
7 88 6
3 25 4
5 8 51
7 33 12
2 21 58
4 54 15
7 79 82
5 60 33
3 14 89
10 29 6
10 36 42
4 10 65
10 47 36
5 8 76
5 57 30
1 2 69
6 42 43
2 8 21
5 4 16
2 39 16
4 45 70
8 3 64
2 27 40
6 11 37
1 19 63
7 48 92
8 44 63
7 6 67
8 85 62
2 12 35
8 25 53
5 7 46
4 52 24
7 51 11
5 15 46
2 23 13
7 38 54
4 66 35
7 39 33
8 34 33
2 32 57
1 23 32
5 36 19
10 58 36
7 17 53
10 17 41
8 58 59
6 39 31
5 46 45
7 13 91
7 43 9
3 17 46
8 30 46
8 21 3
5 37 53
2 32 59
3 3 29
1 42 49
8 59 20
7 89 32
7 86 59
2 9 28
7 8 88
10 36 17
5 16 50
6 45 50
8 62 77
6 21 38
5 7 33
1 41 3
7 19 67
6 38 23
7 18 34
7 85 65
1 9 4
7 54 22
10 30 13
8 53 4
10 33 15
8 83 79
5 63 23
6 37 22
7 75 49
7 37 9
5 7 18
8 18 7
1 25 26
5 56 53
8 14 4
2 35 34
3 32 36
4 46 29
5 28 64
4 27 1
7 75 66
2 1 80
8 81 72
5 70 65
9 21 17
3 18 20
7 38 79
10 3 6
5 18 33
1 10 67
7 26 99
5 63 54
2 19 73
5 68 29
8 35 58
2 39 79
2 10 10
3 23 25
1 7 70
7 88 37
3 15 38
8 26 32
1 3 54
4 1 26
2 17 19
10 59 16
1 1 42
5 29 1
3 4 58
8 62 9
8 40 79
8 34 75
7 58 56
2 33 50
7 18 13
1 11 4
5 50 49
8 13 32
3 30 1
4 34 32
8 78 51
6 38 5
7 74 9
8 68 44
3 9 61
1 50 14
2 39 21
8 69 60
10 30 2
6 11 19
10 58 43
8 13 52
7 65 97
8 6 44
6 6 12
5 18 50
7 22 36
10 23 39
1 30 19
4 18 2
6 3 6
6 9 28
5 2 30
5 63 18
4 2 28
5 61 24
7 27 29
7 48 22
4 42 39
8 15 48
3 18 45
4 45 48
8 85 24
5 6 45
4 36 19
5 70 68
4 4 51
5 56 49
7 69 40
4 38 59
6 13 47
4 65 13
5 40 30
6 19 19
7 6 75
2 37 31
8 75 69
3 17 64
8 67 40
8 65 77
3 21 28
5 2 58
1 49 43
7 62 3
5 46 65
4 16 10
7 46 52
4 67 3
8 67 26
7 53 5
10 20 40
4 27 54
7 84 91
5 8 57
5 17 33
8 79 39
2 15 58
4 14 20
5 60 75
7 36 91
6 20 31
5 5 12
7 31 29
6 17 37
7 90 10
3 32 32
8 1 72
6 8 39
7 82 91
8 25 74
7 63 85
7 83 83
7 39 79
7 28 59
8 25 28
3 10 4
5 1 41
7 5 20
8 45 17
4 31 39
1 42 27
7 37 75
7 63 51
2 13 69
5 17 74
10 2 2
10 16 28
4 45 53
2 19 46
7 87 95
6 38 1
4 51 65
7 69 90
1 41 68
1 31 52
7 22 71
2 5 26
2 27 22
3 12 13
8 50 28
3 19 7
5 54 57
4 46 26
1 3 24
8 36 18
8 58 47
8 21 47
4 69 28
7 17 71
4 54 31
6 19 45
1 5 53
8 36 21
6 29 37
7 77 93
5 8 7
10 48 39
8 8 26
4 2 67
4 38 15
5 42 20
1 40 13
7 36 59
6 3 39
7 62 25
1 32 47
1 38 45
10 59 21
3 7 26
8 36 6
2 40 14
10 30 42
7 69 21
6 9 22
5 65 12
7 43 86
4 12 45
2 21 79
3 29 25
10 17 39
3 29 58
2 26 27
4 59 67
7 26 12
4 48 14
2 37 76
5 1 16
8 3 74
8 82 46
7 80 85
10 44 15
7 56 45
5 34 29
1 6 22
1 35 59
5 63 36
7 59 98
10 55 26
5 68 45
4 49 9
8 5 63
3 21 7
5 54 66
4 10 35
3 26 86
10 46 42
8 3 48
1 8 49
6 45 8
5 60 61
4 30 18
7 86 84
8 69 67
1 28 57
8 83 43
8 33 64
10 30 14
5 37 78
8 31 72
8 72 43
7 27 27
7 2 61
5 11 12
7 35 44
7 59 93
2 29 19
2 34 79
5 34 8
2 33 75
8 42 16
6 28 24
4 24 46
2 37 7
4 3 10
7 16 9
8 84 38
5 34 1
5 7 55
2 22 47
8 15 42
7 78 3
4 2 64
1 8 17
7 83 63
4 1 39
5 38 70
7 31 12
6 11 24
7 75 91
2 31 23
7 6 32
10 39 11
1 2 8
4 47 46
5 59 39
7 52 38
4 31 18
6 39 27
4 38 20
8 4 65
4 59 14
8 16 65
8 64 65
4 54 54
7 82 17
3 33 43
3 19 26
7 43 53
7 43 13
6 23 10
7 67 36
8 63 72
7 27 4
8 31 25
2 3 21
1 26 19
1 48 36
4 60 24
3 3 83
8 2 68
4 69 1
8 79 25
8 46 70
8 77 40
8 21 12
8 55 60
8 84 30
5 8 72
7 1 100
3 6 13
7 9 81
6 2 40
7 11 71
7 64 95
8 37 6
4 45 16
3 4 55
2 7 44
3 4 54
3 5 58
2 31 25
4 59 43
8 69 7
7 37 21
4 69 15
1 7 39
8 1 70
5 26 17
4 12 18
7 38 84
3 16 27
5 12 61
5 25 20
3 10 48
5 44 78
7 8 92
10 15 10
5 19 10
8 26 5
2 36 58
5 35 1
8 17 27
3 13 54
10 1 40
4 30 69
7 74 1
10 25 17
1 3 10
8 60 69
2 11 2
7 9 66
1 39 7
2 17 17
7 50 33
1 12 16
8 69 53
8 13 29
1 44 21
7 78 45
4 10 39
5 42 69
4 67 64
7 5 66
7 47 65
7 12 6
10 35 27
6 24 50
1 46 40
4 16 59
1 9 35
1 39 8
5 41 79
3 3 39
5 47 74
7 9 10
5 28 42
3 12 16
3 26 42
1 35 9
7 19 18
8 68 43
1 29 56
3 16 83
7 36 64
5 35 66
6 19 31
7 79 77
8 45 58
2 26 63
2 33 11
10 23 19
10 25 36
2 38 31
8 57 67
8 25 59
7 12 3
7 11 80
7 55 94
5 5 75
3 11 15
5 44 15
3 32 37
8 7 79
4 19 14
4 47 49
10 22 7
1 3 57
2 27 32
5 1 5
3 25 32
8 17 18
4 49 13
5 5 43
3 2 80
4 50 57
4 22 49
8 20 34
4 23 17
3 23 32
8 83 21
10 47 35
2 40 57
10 49 34
7 35 30
10 56 39
1 39 48
4 62 52
8 16 12
8 52 46
7 49 13
3 19 42
8 47 74
8 24 71
5 8 21
7 34 40
6 8 6
5 3 8
8 44 42
5 49 37
7 20 56
8 2 60
8 69 47
2 9 52
7 87 3
8 28 12
10 33 33
2 20 58
8 1 39
6 27 32
7 37 71
4 9 13
8 54 29
4 70 65
8 24 58
8 35 28
8 35 9
4 55 40
5 62 20
5 47 67
3 35 71
1 34 21
8 29 62
1 49 33
2 12 23
10 5 2
1 50 1
2 39 74
7 68 92
5 27 52
2 32 23
4 68 27
8 55 61
8 67 48
1 9 51
1 32 52
1 19 30
4 41 56
8 82 66
8 62 2
4 9 5
7 8 29
2 12 25
8 42 22
3 4 73
2 27 47
7 65 80
8 78 29
10 13 7
4 34 41
3 2 5
5 12 54
2 12 24
4 7 18
8 9 54
2 38 70
3 16 67
4 58 52
5 70 15
5 26 32
1 33 62
4 6 69
4 46 40
1 26 69
7 72 31
7 86 27
8 73 47
8 62 49
7 73 30
8 85 28
2 3 33
10 39 1
7 70 49
8 5 78
7 60 15
5 20 47
1 14 35
2 17 26
8 5 39
7 49 36
4 56 68
5 55 1
8 79 71
1 47 12
9 12 7
1 32 45
10 24 34
1 1 25
8 39 26
8 69 14
7 60 6
3 21 1
3 11 25
8 18 53
5 62 53
4 26 26
1 7 32
5 65 19
3 5 41
7 38 98
5 67 74
3 4 89
5 60 60
7 61 13
1 32 66
7 17 100
3 21 66
4 42 20
5 2 46
1 30 61
2 25 11
7 35 74
10 15 42
7 84 64
4 11 7
5 7 80
7 75 76
10 4 18
4 42 48
5 62 14
5 53 25
8 65 22
5 33 11
7 38 51
8 54 6
7 15 15
7 55 15
4 2 10
2 39 65
8 34 15
8 59 62
8 47 2
8 69 70
7 70 82
2 10 28
4 28 9
4 29 43
5 46 80
5 28 32
8 53 73
7 16 77
6 38 2
4 11 63
5 23 43
8 64 10
1 42 10
8 1 28
8 28 20
7 41 36
7 24 14
5 36 62
7 58 92
7 87 9
5 67 35
2 30 27
8 2 39
3 25 77
5 41 33
1 40 57
3 26 5
4 42 29
7 32 57
5 19 60
7 55 63
6 39 20
3 3 28
3 18 37
6 14 45
3 8 70
3 19 75
7 79 17
4 18 37
4 6 15
1 4 38
6 9 15
4 26 12
4 51 21
3 27 42
5 34 17
7 22 53
4 52 34
3 33 10
6 14 25
2 18 49
2 16 53
8 70 75
2 40 75
6 24 16
5 38 36
10 17 25
4 54 21
5 22 71
3 23 50
2 3 18
5 58 78
10 49 31
7 82 3
3 21 89
7 72 12
2 40 16
2 24 80
2 30 19
7 62 9
3 34 67
2 15 41
7 6 87
5 59 56
8 27 19
7 79 59
7 26 79
4 70 9
8 78 32
8 39 42
7 36 6
7 64 46
2 37 54
8 76 57
7 13 11
5 13 18
10 35 21
8 41 9
3 12 41
8 38 77
4 49 56
3 15 40
1 21 20
8 80 48
1 36 12
5 69 73
7 28 56
5 4 68
10 50 13
7 28 38
3 5 71
5 34 30
4 32 3
8 77 4
5 48 38
4 57 68
3 18 6
6 13 8
8 57 26
7 18 83
2 11 26
8 11 16
10 48 25
2 21 41
4 39 33
6 27 47
8 67 79
8 61 51
10 23 16
6 28 20
5 36 61
5 56 10
7 3 60
7 29 42
8 45 45
4 59 50
10 4 20
8 1 29
1 48 49
3 15 77
2 17 74
10 58 35
8 33 79
3 33 72
10 45 14
3 26 28
5 12 59
5 41 22
10 60 30
5 63 6
7 39 24
4 62 70
7 52 96
4 49 33
2 27 70
7 23 69
8 27 59
3 25 71
4 22 13
5 19 40
7 4 3
5 3 32
6 5 48
10 51 40
2 14 29
7 16 52
1 18 8
1 41 5
7 30 53
8 44 29
7 83 14
8 19 31
5 24 50
5 64 64
7 16 56
3 6 3
1 24 43
5 64 31
5 12 38
3 13 28
5 5 23
7 28 24
3 11 3
4 51 16
1 28 7
8 58 32
4 48 19
4 40 41
8 54 11
8 37 67
8 8 49
2 21 7
5 33 73
10 16 29
8 22 80
1 46 41
5 63 43
7 88 99
5 17 16
2 16 35
3 19 22
6 6 22
7 48 48
3 19 77
5 22 23
5 40 67
5 4 7
8 18 54
8 61 78
7 40 47
4 54 65
6 2 1
8 80 44
1 16 68
8 73 61
5 14 23
2 1 76
8 39 16
6 37 10
6 25 4
2 35 66
7 52 51
10 23 20
7 19 57
10 57 24
4 8 3
6 17 6
7 36 94
5 25 49
1 8 42
3 26 27
2 36 36
1 22 30
6 11 16
8 44 26
3 21 25
5 64 1
8 26 13
7 82 97
7 41 16
5 56 68
10 13 43
8 54 49
2 28 6
8 65 12
7 56 38
3 7 11
5 64 7
4 12 59
5 65 27
5 2 64
1 3 15
4 20 11
1 10 6
8 83 17
3 19 8
5 44 52
4 32 13
8 34 78
4 67 5
6 40 27
10 2 9
8 82 32
3 15 88
5 27 47
10 60 3
1 12 37
8 59 30
8 36 34
8 61 59
2 4 39
2 28 63
7 19 39
8 32 42
8 43 68
1 32 2
7 15 21
6 10 34
5 51 58
5 67 50
7 78 89
5 14 25
7 40 94
8 79 76
10 47 44
8 43 25
6 32 13
7 53 81
7 64 62
5 19 8
6 34 22
8 53 7
1 18 33
5 29 27
7 37 20
4 2 60
8 23 30
8 57 46
8 66 63
1 42 16
8 58 15
10 11 20
8 58 65
1 17 45
1 14 13
10 36 1
7 87 48
7 37 24
10 38 42
1 11 42
1 49 45
10 3 16
5 30 2
4 60 36
8 25 57
1 3 5
1 46 69
8 41 43
5 29 60
2 16 19
10 46 43
7 8 99
1 44 35
8 5 68
3 31 18
4 4 31
4 54 53
1 37 50
10 18 22
8 85 11
8 30 56
5 7 35
2 32 66
7 5 17
6 21 13
2 21 78
5 39 16
7 57 40
4 39 49
1 14 65
8 33 75
2 25 17
2 15 38
7 80 57
5 57 24
7 51 59
3 30 36
10 49 27
7 59 25
7 13 100
1 27 20
4 4 55
8 37 62
7 20 9
10 3 4
7 57 53
7 41 22
6 11 49
5 67 66
7 16 2
8 60 14
2 35 78
2 1 67
5 22 26
1 50 44
5 30 3
10 53 21
5 21 79
8 76 13
3 21 46
7 39 64
10 39 33
10 5 3
7 18 4
5 39 26
7 7 49
10 29 37
8 17 6
3 3 27
7 81 98
8 42 38
8 72 30
8 19 78
4 22 22
7 62 72
7 52 61
1 46 45
8 23 34
8 6 20
3 9 5
7 5 51
10 38 37
1 41 54
10 17 10
8 73 42
7 17 24
7 25 75
2 25 20
3 2 53
3 5 40
8 84 32
4 47 52
7 84 53
8 25 42
4 66 41
2 30 43
2 19 31
6 36 12
7 32 25
5 48 60
10 14 4
7 14 90
8 14 16
7 73 23
2 26 60
2 40 2
3 13 20
2 25 58
5 36 28
5 13 38
7 40 44
10 38 41
8 29 14
8 48 46
4 53 39
8 55 2
4 23 59
2 32 12
3 28 14
5 6 49
4 13 13
6 35 47
3 23 41
1 26 24
6 1 35
5 34 48
4 46 18
8 35 13
2 4 65
6 4 41
4 7 53
3 23 55
7 56 89
8 83 74
8 84 41
6 4 12
7 34 56
4 44 19
5 28 23
3 9 67
5 20 59
8 8 12
10 9 2
4 43 35
4 15 18
5 57 50
7 16 97
8 54 5
2 40 31
7 32 76
5 53 56
10 7 41
5 4 41
3 9 4
7 82 12
7 56 82
1 8 55
1 6 16
8 42 36
1 40 60
7 68 29
3 26 81
7 76 18
7 18 81
7 42 33
5 13 43
4 58 69
7 34 10
7 43 24
4 41 19
2 25 5
8 51 78
8 42 26
7 23 46
3 31 81
4 36 7
4 68 66
7 89 17
4 68 20
8 5 18
7 30 8
7 48 41
5 21 47
5 61 47
8 1 62
1 19 57
10 27 45
8 4 29
10 33 23
6 43 20
2 28 25
3 2 68
3 29 38
10 59 9
7 57 43
8 42 8
1 2 5
4 8 53
3 22 9
2 39 2
1 43 39
10 40 9
5 24 44
5 46 60
5 7 36
2 23 15
7 48 93
4 19 49
7 52 10
5 3 17
10 57 14
5 42 25
4 11 70
1 13 52
3 3 79
4 16 20
4 12 6
7 82 77
10 15 18
8 15 27
10 54 28
2 3 63
7 42 76
8 39 64
2 2 18
2 11 1
6 16 30
7 57 91
1 9 41
6 21 31
3 10 85
1 36 3
3 1 46
4 28 63
10 52 28
3 31 20
4 4 44
3 26 15
8 46 37
7 77 45
2 9 21
1 19 27
3 6 53
3 20 18
4 39 60
1 23 65
8 26 74
7 28 29
8 29 27
7 30 40
1 12 55
3 1 7
6 39 3
1 39 70
4 55 37
2 17 40
3 21 34
10 53 1
4 53 43
5 35 70
2 2 5
5 20 30
8 15 17
8 33 26
5 32 7
7 17 83
6 28 50
7 15 77
5 60 74
4 44 39
5 29 38
7 36 57
6 18 47
7 22 15
4 52 30
5 49 57
7 17 76
3 33 2
5 63 38
10 38 2
1 35 32
4 42 63
5 22 24
8 74 42
4 12 60
5 29 31
4 14 5
7 72 1
6 11 32
6 12 5
8 53 22
2 6 52
3 35 32
4 57 62
6 25 15
6 8 49
1 1 3
10 2 37
5 63 71
3 1 79
2 2 56
3 16 65
2 13 59
4 54 46
5 57 43
1 6 58
5 59 50
7 89 68
1 15 62
6 44 4
7 58 33
10 33 30
3 16 36
3 29 50
5 1 12
3 31 89
7 27 73
8 53 32
5 2 54
7 67 70
6 23 45
7 18 52
7 72 29
10 27 3
7 74 32
3 3 34
3 8 57
6 43 29
7 67 95
3 13 50
5 42 58
1 35 18
2 26 1
2 34 56
7 68 83
5 51 7
8 18 67
4 18 47
8 21 33
5 69 28
4 15 21
4 13 53
4 70 33
2 25 2
7 68 74
10 60 34
1 46 15
5 44 80
5 56 65
8 76 43
1 32 60
3 10 72
4 68 69
2 23 8
7 70 37
8 45 6
1 23 9
4 27 37
10 25 23
6 3 7
3 8 82
8 55 56
10 36 41
6 19 20
2 11 69
4 44 23
7 43 93
2 2 2
7 87 100
8 43 17
1 25 14
4 37 55
4 23 32
2 24 43
4 33 55
5 62 66
7 90 100
8 52 43
10 20 39
5 59 78
2 4 59
6 3 32
10 24 43
4 69 34
8 18 73
7 74 52
7 31 54
10 29 30
4 6 27
5 41 2
1 39 11
5 38 44
7 29 35
5 18 32
7 7 31
8 79 67
5 41 12
7 79 83
4 66 70
8 43 50
4 62 39
7 50 28
2 20 8
4 11 61
7 40 90
5 63 25
10 60 45
1 18 17
3 13 40
3 17 88
8 3 32
8 20 14
3 17 9
8 83 36
7 29 87
6 34 34
3 20 44
7 32 90
10 19 36
8 1 21
4 26 48
1 1 14
7 68 61
5 53 77
6 19 34
1 21 47
6 30 46
3 20 66
4 38 61
3 19 63
7 90 88
7 81 88
8 10 26
5 16 72
4 16 32
4 64 20
4 1 64
8 45 35
8 39 12
5 41 30
8 51 29
4 15 1
8 27 50
1 28 43
3 8 44
8 57 66
10 55 37
5 66 18
5 53 75
7 32 100
5 68 18
7 56 49
5 18 8
7 57 44
5 1 64
6 29 24
7 17 70
5 9 31
3 33 40
7 46 30
8 64 2
6 36 39
10 16 27
3 35 36
2 39 80
6 39 22
2 5 64
5 53 70
8 77 66
10 22 6
4 25 14
5 70 30
3 30 54
5 45 42
4 41 3
5 60 71
8 37 60
1 47 45
6 26 43
10 31 27
8 39 5
7 34 78
10 60 5
4 48 59
7 36 93
3 34 17
7 42 86
8 67 22
1 45 28
5 20 64
1 45 67
7 51 65
7 11 11
7 18 39
10 9 6
4 14 22
8 78 55
4 29 5
4 49 42
7 59 67
7 84 25
7 85 18
4 18 53
8 12 25
1 28 46
5 15 77
7 63 29
7 20 48
7 15 12
5 19 61
3 34 4
7 45 47
4 19 8
6 39 14
1 44 60
8 32 7
4 19 38
10 39 16
7 33 49
7 58 8
8 62 31
2 24 8
5 16 48
10 55 15
2 12 63
2 12 57
7 18 11
5 16 27
7 5 14
7 71 16
8 26 44
7 62 78
1 25 59
10 32 17
2 40 56
5 15 69
1 36 53
5 5 35
5 33 36
4 49 32
2 30 21
6 31 47
4 47 60
1 15 45
8 68 22
1 1 58
5 50 12
5 29 11
4 12 66
10 25 10
4 36 62
6 9 32
7 50 54
8 14 67
8 5 34
8 66 36
7 37 94
10 50 11
1 33 48
4 70 12
3 27 4
4 38 24
8 21 32
1 11 6
8 47 26
7 51 62
2 3 16
4 32 4
7 4 66
1 26 29
3 32 15
4 47 14
5 11 52
7 69 98
7 36 40
5 21 56
8 54 43
4 52 64
7 64 52
10 23 21
5 21 33
4 61 37
5 23 45
8 68 20
2 40 60
4 42 26
4 32 53
7 19 92
3 35 50
5 27 48
8 41 4
8 11 66
8 49 15
2 25 40
8 19 80
4 50 15
8 13 30
8 78 11
4 51 13
4 5 64
3 8 74
2 27 69
5 67 38
1 43 56
5 22 17
8 46 31
7 2 94
3 34 63
5 40 56
1 41 29
10 57 43
5 8 5
5 19 44
4 59 5
6 1 49
2 9 20
5 54 19
8 58 76
4 56 5
7 17 43
2 31 58
10 39 6
7 36 92
7 87 35
5 35 19
7 5 4
8 13 56
2 40 24
4 18 31
8 69 32
2 14 19
2 17 67
6 44 6
1 8 26
3 33 52
8 70 55
5 47 26
3 21 32
4 62 36
2 1 58
2 12 19
4 14 70
7 59 35
2 16 31
7 9 59
10 25 4
8 69 29
1 49 40
5 65 58
8 60 59
4 19 69
7 13 50
1 32 29
8 37 7
7 6 66
7 7 44
6 22 6
7 36 49
7 22 76
10 9 24
10 54 10
2 23 19
10 7 13
8 74 1
1 48 14
5 30 11
2 11 39
5 60 34
3 31 56
7 40 41
8 64 6
8 37 53
7 9 87
8 71 1
4 7 6
1 14 49
6 12 18
1 44 42
8 45 24
7 62 41
4 17 29
6 13 1
8 18 78
1 21 55
2 36 54
3 22 69
5 40 21
2 21 27
3 31 60
1 15 2
1 4 44
5 5 78
1 19 24
8 56 72
7 64 15
5 52 44
7 61 64
1 37 48
7 61 18
3 5 1
7 45 99
6 14 4
3 10 30
7 61 69
7 5 12
4 31 42
3 28 81
4 24 45
3 15 16
2 10 15
5 67 7
1 45 66
8 12 16
7 46 98
1 22 42
